"show","theater","week_date","this_week_gross","potential_gross","avg_ticket_price","top_ticket_price","seats_sold","seats_in_theater","performances","previews","capacity"
"Hairspray","Neil Simon Theatre",2005-03-20,763767,967679,66.75,240,11443,1428,8,0,100.17
"La Cage aux Folles","Marquis Theatre",2005-03-20,575892,1041357,57.35,100,10041,1566,8,0,80.15
"Little Women","Virginia Theatre",2005-03-20,413586,843952,64.26,99,6436,1222,8,0,65.83
"Mamma Mia!","Broadhurst Theatre",2005-03-20,945337,1033311,79.17,201.25,11941,1498,8,0,99.64
"Movin' Out","Richard Rodgers Theatre",2005-03-20,602559,824208,60,240,10042,1322,8,0,94.95
"Rent","Nederlander Theatre",2005-03-20,504016,528739,55.75,85,9040,1181,8,0,95.68
"Spamalot","Sam S. Shubert Theatre",2005-03-20,690635,910451,71.05,101.25,9721,1441,5,3,84.33
"The Lion King","Minskoff Theatre",2005-03-20,1181735,1264960,81.5,100,14499,1801,8,0,100.63
"The Phantom of the Opera","Majestic Theatre",2005-03-20,697319,1002310,54.03,200,12906,1607,8,0,100.39
"The Producers","St. James Theatre",2005-03-20,938612,1042163,71.34,240,13156,1706,8,0,96.4
"Twelve Angry Men","American Airlines Theatre",2005-03-20,275929,470800,52.93,86.25,5213,740,8,0,88.06
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-03-20,195104,539364,48.06,91.25,4060,1095,1,6,52.97
"Wicked","Gershwin Theatre",2005-03-20,1202076,1155784,83.06,240,14472,1809,8,0,100
"700 Sundays","Broadhurst Theatre",2005-03-27,765485,633908,106.11,101.25,7214,1179,6,0,101.98
"All Shook Up","Palace Theatre",2005-03-27,579321,1015477,45.6,100,12705,1706,5,3,93.09
"Avenue Q","John Golden Theatre",2005-03-27,521393,480786,82.06,201.25,6354,796,8,0,99.78
"Beauty and the Beast","Palace Theatre",2005-03-27,889016,845808,73.75,100,12055,1509,8,0,99.86
"Brooklyn","Plymouth Theatre",2005-03-27,288537,727492,47.53,95,6070,1044,8,0,72.68
"Brooklyn Boy","Biltmore Theatre",2005-03-27,226442,368611,50.5,78,4484,650,8,0,86.23
"Chicago","Ambassador Theatre",2005-03-27,618463,716419,71.99,240,8591,1080,8,0,99.43
"Dame Edna: Back with a Vengeance","Music Box Theatre",2005-03-27,178879,532245,55.06,86.25,3249,999,7,0,46.46
"Democracy","Brooks Atkinson Theatre",2005-03-27,157089,660140,47.27,95,3323,1052,8,0,39.48
"Dirty Rotten Scoundrels","Imperial Theatre",2005-03-27,793894,946981,71.23,101.25,11146,1435,8,0,97.09
"Fiddler on the Roof","Minskoff Theatre",2005-03-27,869117,1071158,66.84,100,13003,1691,8,0,96.12
"Good Vibrations","Eugene O'Neill Theatre",2005-03-27,356309,749350,58.74,100,6066,1077,8,0,70.4
"Hairspray","Neil Simon Theatre",2005-03-27,977156,967679,85.62,240,11413,1428,8,0,99.9
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-03-27,158148,328160,61.58,81.25,2568,586,6,1,62.6
"La Cage aux Folles","Marquis Theatre",2005-03-27,593621,1041357,59.11,100,10043,1566,8,0,80.16
"Little Women","Virginia Theatre",2005-03-27,464761,843952,62.52,99,7434,1222,8,0,76.04
"Mamma Mia!","Broadhurst Theatre",2005-03-27,998402,1033311,82.19,201.25,12147,1498,8,0,101.36
"Movin' Out","Richard Rodgers Theatre",2005-03-27,690518,824208,70.18,240,9839,1322,8,0,93.03
"Rent","Nederlander Theatre",2005-03-27,513112,528739,55.45,85,9254,1181,8,0,97.95
"Spamalot","Sam S. Shubert Theatre",2005-03-27,866515,910451,76.58,101.25,11315,1441,8,0,98.15
"The Glass Menagerie","Ethel Barrymore Theatre",2005-03-27,338146,640049,62.72,91.25,5391,1056,8,0,63.81
"The Lion King","Minskoff Theatre",2005-03-27,1191674,1264960,81.96,100,14539,1801,8,0,100.91
"The Phantom of the Opera","Majestic Theatre",2005-03-27,747917,1002310,57.89,200,12919,1607,8,0,100.49
"The Producers","St. James Theatre",2005-03-27,1024159,1042163,76.47,240,13393,1706,8,0,98.13
"Twelve Angry Men","American Airlines Theatre",2005-03-27,293279,470800,56,86.25,5237,740,8,0,88.46
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-03-27,394217,616416,52.65,91.25,7487,1095,8,0,85.47
"Wicked","Gershwin Theatre",2005-03-27,1211713,1155784,83.73,240,14472,1809,8,0,100
"700 Sundays","Broadhurst Theatre",2005-04-03,769861,633908,106.6,101.25,7222,1179,6,0,102.09
"All Shook Up","Palace Theatre",2005-04-03,684595,1015477,53.23,100,12860,1706,8,0,94.23
"Avenue Q","John Golden Theatre",2005-04-03,511632,480786,80.64,201.25,6345,796,8,0,99.64
"Beauty and the Beast","Palace Theatre",2005-04-03,839307,845808,69.81,100,12023,1509,8,0,99.59
"Brooklyn","Plymouth Theatre",2005-04-03,284760,727492,47.77,95,5961,1044,8,0,71.37
"Chicago","Ambassador Theatre",2005-04-03,580740,716419,69.88,240,8311,1080,8,0,96.19
"Dame Edna: Back with a Vengeance","Music Box Theatre",2005-04-03,190257,532245,54.77,86.25,3474,999,7,0,49.68
"Democracy","Brooks Atkinson Theatre",2005-04-03,154213,660140,48.72,95,3165,1052,8,0,37.61
"Dirty Rotten Scoundrels","Imperial Theatre",2005-04-03,811400,946981,73.02,101.25,11112,1435,8,0,96.79
"Doubt","Walter Kerr Theatre",2005-04-03,319927,552398,59.63,89,5365,924,5,3,72.58
"Fiddler on the Roof","Minskoff Theatre",2005-04-03,755281,1071158,61.47,100,12286,1691,8,0,90.82
"Good Vibrations","Eugene O'Neill Theatre",2005-04-03,337215,749350,57.86,100,5828,1077,8,0,67.64
"Hairspray","Neil Simon Theatre",2005-04-03,962386,967679,84.45,240,11396,1428,8,0,99.75
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-04-03,162064,328160,63.55,81.25,2550,586,7,0,62.16
"Julius Caesar","Belasco Theatre",2005-04-03,512782,639723,82.44,101.25,6220,997,1,7,77.98
"La Cage aux Folles","Marquis Theatre",2005-04-03,434883,1041357,59.94,100,7255,1566,8,0,57.91
"Little Women","Virginia Theatre",2005-04-03,523850,843952,66.24,99,7908,1222,8,0,80.89
"Mamma Mia!","Broadhurst Theatre",2005-04-03,932201,1033311,78.08,201.25,11939,1498,8,0,99.62
"Movin' Out","Richard Rodgers Theatre",2005-04-03,661993,824208,65.63,240,10086,1322,8,0,95.37
"Rent","Nederlander Theatre",2005-04-03,457772,528739,54.38,85,8418,1181,8,0,89.1
"Spamalot","Sam S. Shubert Theatre",2005-04-03,898622,910451,76.99,101.25,11672,1441,8,0,101.25
"The Glass Menagerie","Ethel Barrymore Theatre",2005-04-03,285247,640049,64.58,91.25,4417,1056,8,0,52.28
"The Lion King","Minskoff Theatre",2005-04-03,1180976,1264960,81.51,100,14488,1801,8,0,100.56
"The Phantom of the Opera","Majestic Theatre",2005-04-03,731533,1002310,56.73,200,12894,1607,8,0,100.3
"The Producers","St. James Theatre",2005-04-03,995133,1042163,76.03,240,13089,1706,8,0,95.9
"Twelve Angry Men","American Airlines Theatre",2005-04-03,259401,470800,52.63,86.25,4929,740,8,0,83.26
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-04-03,315831,539364,51.23,91.25,6165,1095,7,0,80.43
"Wicked","Gershwin Theatre",2005-04-03,1261177,1155784,87.15,240,14472,1809,8,0,100
"700 Sundays","Broadhurst Theatre",2005-04-10,770291,633908,106.76,101.25,7215,1179,6,0,101.99
"All Shook Up","Palace Theatre",2005-04-10,542579,1015477,51.74,100,10487,1706,8,0,76.84
"Avenue Q","John Golden Theatre",2005-04-10,470724,480786,77.22,201.25,6096,796,8,0,95.73
"Beauty and the Beast","Palace Theatre",2005-04-10,603916,845808,57.93,100,10425,1509,8,0,86.36
"Brooklyn","Plymouth Theatre",2005-04-10,181959,727492,47.78,95,3808,1044,8,0,45.59
"Chicago","Ambassador Theatre",2005-04-10,490042,716419,64,240,7657,1080,8,0,88.62
"Dame Edna: Back with a Vengeance","Music Box Theatre",2005-04-10,154330,532245,57.76,86.25,2672,999,7,0,38.21
"Democracy","Brooks Atkinson Theatre",2005-04-10,144969,660140,50.13,95,2892,1052,8,0,34.36
"Dirty Rotten Scoundrels","Imperial Theatre",2005-04-10,747839,946981,73.38,101.25,10192,1435,8,0,88.78
"Doubt","Walter Kerr Theatre",2005-04-10,384858,552398,63.45,89,6066,924,8,0,82.06
"Fiddler on the Roof","Minskoff Theatre",2005-04-10,529731,1071158,56.97,100,9298,1691,8,0,68.73
"Good Vibrations","Eugene O'Neill Theatre",2005-04-10,210304,749350,55.1,100,3817,1077,8,0,44.3
"Hairspray","Neil Simon Theatre",2005-04-10,721269,967679,68.41,240,10544,1428,8,0,92.3
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-04-10,143974,328160,63.56,81.25,2265,586,7,0,55.22
"Julius Caesar","Belasco Theatre",2005-04-10,560833,639723,80.34,101.25,6981,997,8,0,87.53
"La Cage aux Folles","Marquis Theatre",2005-04-10,400419,1041357,61.3,100,6532,1566,8,0,52.14
"Little Women","Virginia Theatre",2005-04-10,304251,843952,60.79,99,5005,1222,8,0,51.2
"Mamma Mia!","Broadhurst Theatre",2005-04-10,911016,1033311,77.03,201.25,11826,1498,8,0,98.68
"Movin' Out","Richard Rodgers Theatre",2005-04-10,496311,824208,61.29,240,8098,1322,8,0,76.57
"On Golden Pond","Cort Theatre",2005-04-10,169659,589041,52.66,91.25,3222,1067,5,3,37.75
"Rent","Nederlander Theatre",2005-04-10,338397,528739,51.3,85,6597,1181,8,0,69.82
"Spamalot","Sam S. Shubert Theatre",2005-04-10,891530,910451,76.45,101.25,11662,1441,8,0,101.16
"Steel Magnolias","Lyceum Theatre",2005-04-10,240769,487668,56.64,86.25,4251,922,8,0,57.63
"The Glass Menagerie","Ethel Barrymore Theatre",2005-04-10,251424,640049,61.4,91.25,4095,1056,8,0,48.47
"The Lion King","Minskoff Theatre",2005-04-10,1164819,1264960,80.66,100,14441,1801,8,0,100.23
"The Phantom of the Opera","Majestic Theatre",2005-04-10,723506,1002310,57.55,200,12572,1607,8,0,97.79
"The Pillowman","Booth Theatre",2005-04-10,216824,502137,57.87,96.25,3747,775,1,7,60.44
"The Producers","St. James Theatre",2005-04-10,830562,1042163,71.58,240,11604,1706,8,0,85.02
"Twelve Angry Men","American Airlines Theatre",2005-04-10,211094,470800,51.9,86.25,4067,740,8,0,68.7
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-04-10,342343,616416,58.3,91.25,5872,1095,8,0,67.03
"Wicked","Gershwin Theatre",2005-04-10,1201309,1155784,83.01,240,14472,1809,8,0,100
"700 Sundays","Broadhurst Theatre",2005-04-17,759117,633908,105.45,101.25,7199,1179,6,0,101.77
"All Shook Up","Palace Theatre",2005-04-17,539205,1015477,51.37,100,10496,1706,8,0,76.91
"Avenue Q","John Golden Theatre",2005-04-17,472120,480786,76.92,201.25,6138,796,8,0,96.39
"Beauty and the Beast","Palace Theatre",2005-04-17,617644,845808,60.44,100,10219,1509,8,0,84.65
"Brooklyn","Plymouth Theatre",2005-04-17,167116,727492,47.88,95,3490,1044,8,0,41.79
"Chicago","Ambassador Theatre",2005-04-17,476736,716419,65.14,240,7319,1080,8,0,84.71
"Dame Edna: Back with a Vengeance","Music Box Theatre",2005-04-17,166098,532245,56.17,86.25,2957,999,7,0,42.29
"Democracy","Brooks Atkinson Theatre",2005-04-17,168615,660140,40.46,95,4167,1052,8,0,49.51
"Dirty Rotten Scoundrels","Imperial Theatre",2005-04-17,753797,946981,75.31,101.25,10009,1435,8,0,87.19
"Doubt","Walter Kerr Theatre",2005-04-17,412299,552398,63.68,89,6475,924,8,0,87.59
"Fiddler on the Roof","Minskoff Theatre",2005-04-17,520795,1071158,60.35,100,8630,1691,8,0,63.79
"Good Vibrations","Eugene O'Neill Theatre",2005-04-17,191233,749350,51.89,100,3685,1077,8,0,42.77
"Hairspray","Neil Simon Theatre",2005-04-17,712052,967679,68.88,240,10337,1428,8,0,90.48
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-04-17,140002,328160,66.6,81.25,2102,586,7,0,51.24
"Julius Caesar","Belasco Theatre",2005-04-17,603471,639723,80.91,101.25,7459,997,8,0,93.52
"La Cage aux Folles","Marquis Theatre",2005-04-17,395079,1041357,59.21,100,6672,1566,8,0,53.26
"Little Women","Virginia Theatre",2005-04-17,294197,843952,64.26,99,4578,1222,8,0,46.83
"Mamma Mia!","Broadhurst Theatre",2005-04-17,950250,1033311,80.15,201.25,11856,1498,8,0,98.93
"Movin' Out","Richard Rodgers Theatre",2005-04-17,473362,824208,62.07,240,7626,1322,8,0,72.11
"On Golden Pond","Cort Theatre",2005-04-17,202823,589041,54.48,91.25,3723,1067,8,0,43.62
"Rent","Nederlander Theatre",2005-04-17,315123,528739,48.65,85,6478,1181,8,0,68.56
"Spamalot","Sam S. Shubert Theatre",2005-04-17,886317,910451,75.88,101.25,11681,1441,8,0,101.33
"Steel Magnolias","Lyceum Theatre",2005-04-17,282837,487668,60.06,86.25,4709,922,8,0,63.84
"The Glass Menagerie","Ethel Barrymore Theatre",2005-04-17,271203,640049,64.3,91.25,4218,1056,8,0,49.93
"The Lion King","Minskoff Theatre",2005-04-17,1161149,1264960,81.19,100,14302,1801,8,0,99.26
"The Phantom of the Opera","Majestic Theatre",2005-04-17,661257,1002310,55.78,200,11854,1607,8,0,92.21
"The Pillowman","Booth Theatre",2005-04-17,332151,502137,66.95,96.25,4961,775,8,0,80.02
"The Producers","St. James Theatre",2005-04-17,814014,1042163,71.56,240,11376,1706,8,0,83.35
"Twelve Angry Men","American Airlines Theatre",2005-04-17,200907,470800,48.76,86.25,4120,740,8,0,69.59
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-04-17,305990,539364,56.01,91.25,5463,1095,7,0,71.27
"Wicked","Gershwin Theatre",2005-04-17,1203281,1155784,83.15,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-04-24,572525,1015477,53.44,100,10714,1706,8,0,78.5
"Avenue Q","John Golden Theatre",2005-04-24,460653,480786,77.26,201.25,5962,796,8,0,93.62
"Beauty and the Beast","Palace Theatre",2005-04-24,681874,845808,62.98,100,10827,1509,8,0,89.69
"Brooklyn","Plymouth Theatre",2005-04-24,177331,727492,47.28,95,3751,1044,8,0,44.91
"Chicago","Ambassador Theatre",2005-04-24,499156,716419,65.28,240,7646,1080,8,0,88.5
"Dame Edna: Back with a Vengeance","Music Box Theatre",2005-04-24,169598,532245,54.52,86.25,3111,999,7,0,44.49
"Dirty Rotten Scoundrels","Imperial Theatre",2005-04-24,757913,946981,74.46,101.25,10179,1435,8,0,88.67
"Doubt","Walter Kerr Theatre",2005-04-24,412888,552398,63.96,89,6455,924,8,0,87.32
"Fiddler on the Roof","Minskoff Theatre",2005-04-24,496799,1071158,59.48,100,8352,1691,8,0,61.74
"Good Vibrations","Eugene O'Neill Theatre",2005-04-24,200532,749350,45.75,100,4383,1077,8,0,50.87
"Hairspray","Neil Simon Theatre",2005-04-24,759525,967679,69.07,240,10996,1428,8,0,96.25
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-04-24,100928,281280,60.33,81.25,1673,586,6,0,47.58
"Julius Caesar","Belasco Theatre",2005-04-24,605952,639723,80.49,101.25,7528,997,8,0,94.38
"La Cage aux Folles","Marquis Theatre",2005-04-24,395482,1041357,51.91,100,7619,1566,8,0,60.82
"Little Women","Virginia Theatre",2005-04-24,302242,843952,62.97,99,4800,1222,8,0,49.1
"Mamma Mia!","Broadhurst Theatre",2005-04-24,976051,1033311,80.64,201.25,12104,1498,8,0,101
"Movin' Out","Richard Rodgers Theatre",2005-04-24,518930,824208,63.7,240,8146,1322,8,0,77.02
"On Golden Pond","Cort Theatre",2005-04-24,231400,589041,57.26,91.25,4041,1067,8,0,47.34
"Rent","Nederlander Theatre",2005-04-24,332390,528739,50.1,85,6634,1181,8,0,70.22
"Spamalot","Sam S. Shubert Theatre",2005-04-24,905223,910451,77.77,101.25,11639,1441,8,0,100.96
"Steel Magnolias","Lyceum Theatre",2005-04-24,221659,487668,57.83,86.25,3833,922,8,0,51.97
"The Glass Menagerie","Ethel Barrymore Theatre",2005-04-24,243658,637484,61.13,91.25,3986,1052,8,0,47.36
"The Light in the Piazza","Vivian Beaumont Theater",2005-04-24,249385,722720,56.73,90,4396,1041,8,0,52.79
"The Lion King","Minskoff Theatre",2005-04-24,1174353,1264960,81.06,100,14488,1801,8,0,100.56
"The Phantom of the Opera","Majestic Theatre",2005-04-24,731916,1002310,57.44,200,12743,1607,8,0,99.12
"The Pillowman","Booth Theatre",2005-04-24,377520,436217,65.5,96.25,5764,788,8,0,91.43
"The Producers","St. James Theatre",2005-04-24,884740,1042163,73.13,240,12099,1706,8,0,88.65
"Twelve Angry Men","American Airlines Theatre",2005-04-24,185409,470800,50.82,86.25,3648,740,8,0,61.62
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-04-24,361508,616416,54.49,91.25,6634,1095,8,0,75.73
"Wicked","Gershwin Theatre",2005-04-24,1215733,1155784,84.01,240,14472,1809,8,0,100
"700 Sundays","Broadhurst Theatre",2005-05-01,767718,633908,106.45,101.25,7212,1179,6,0,101.95
"A Streetcar Named Desire","Studio 54",2005-05-01,259342,506800,55.76,91.25,4651,1004,7,0,66.18
"All Shook Up","Palace Theatre",2005-05-01,515403,1015477,51.33,100,10041,1706,8,0,73.57
"Beauty and the Beast","Palace Theatre",2005-05-01,662539,845808,61.77,100,10726,1509,8,0,88.85
"Brooklyn","Plymouth Theatre",2005-05-01,223273,727492,47.65,95,4686,1044,8,0,56.11
"Chicago","Ambassador Theatre",2005-05-01,504196,716419,64.98,240,7759,1080,8,0,89.8
"Chitty Chitty Bang Bang","Hilton Theatre",2005-05-01,864438,1224682,63.81,101.25,13548,1807,5,3,93.72
"Dame Edna: Back with a Vengeance","Music Box Theatre",2005-05-01,236347,532245,53.26,86.25,4438,999,7,0,63.46
"Dirty Rotten Scoundrels","Imperial Theatre",2005-05-01,687298,828609,75.3,101.25,9128,1435,7,0,90.87
"Doubt","Walter Kerr Theatre",2005-05-01,445469,552398,64.86,89,6868,924,8,0,92.91
"Fiddler on the Roof","Minskoff Theatre",2005-05-01,584022,1071158,58.48,100,9986,1691,8,0,73.82
"Glengarry Glen Ross","Royale Theatre",2005-05-01,289640,673276,47.8,91.25,6059,1078,1,7,70.26
"Hairspray","Neil Simon Theatre",2005-05-01,764360,967679,67.82,240,11271,1428,8,0,98.66
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-05-01,115648,281280,67.99,81.25,1701,586,6,0,48.38
"Julius Caesar","Belasco Theatre",2005-05-01,593957,639723,80.93,101.25,7339,997,8,0,92.01
"La Cage aux Folles","Marquis Theatre",2005-05-01,396863,1041357,45.34,100,8754,1566,8,0,69.88
"Little Women","Virginia Theatre",2005-05-01,317876,843952,59.92,99,5305,1222,8,0,54.27
"Love/Life","Vivian Beaumont Theater",2005-05-01,32701,60450,38.34,60,853,1041,1,0,81.94
"Mamma Mia!","Broadhurst Theatre",2005-05-01,955629,1033311,78.75,201.25,12135,1498,8,0,101.26
"Movin' Out","Richard Rodgers Theatre",2005-05-01,523188,824208,65.25,240,8018,1322,8,0,75.81
"On Golden Pond","Cort Theatre",2005-05-01,240835,589041,55.22,91.25,4361,1067,8,0,51.09
"Rent","Nederlander Theatre",2005-05-01,318660,528739,49.5,85,6437,1181,8,0,68.13
"Spamalot","Sam S. Shubert Theatre",2005-05-01,873568,910451,75.72,101.25,11537,1441,8,0,100.08
"Steel Magnolias","Lyceum Theatre",2005-05-01,209009,487668,59.73,86.25,3499,922,8,0,47.44
"The Glass Menagerie","Ethel Barrymore Theatre",2005-05-01,216876,637484,61.25,91.25,3541,1052,8,0,42.07
"The Light in the Piazza","Vivian Beaumont Theater",2005-05-01,333256,736325,55.37,95,6019,1041,8,0,72.27
"The Lion King","Minskoff Theatre",2005-05-01,1174538,1264960,81.11,100,14481,1801,8,0,100.51
"The Phantom of the Opera","Majestic Theatre",2005-05-01,729701,1002310,57.24,200,12749,1607,8,0,99.17
"The Pillowman","Booth Theatre",2005-05-01,402358,436217,65.54,96.25,6139,788,8,0,97.38
"The Producers","St. James Theatre",2005-05-01,868686,1042163,73.1,240,11883,1706,8,0,87.07
"Twelve Angry Men","American Airlines Theatre",2005-05-01,238289,470800,50.05,86.25,4761,740,8,0,80.42
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-05-01,266412,539364,62.97,91.25,4231,1095,7,0,55.2
"Wicked","Gershwin Theatre",2005-05-01,1255997,1155784,86.79,240,14472,1809,8,0,100
"700 Sundays","Broadhurst Theatre",2005-05-08,769378,633908,106.77,101.25,7206,1179,6,0,101.87
"A Streetcar Named Desire","Studio 54",2005-05-08,278900,443450,53.39,91.25,5224,1004,7,0,74.33
"All Shook Up","Palace Theatre",2005-05-08,472441,1015477,48.93,100,9656,1706,8,0,70.75
"Avenue Q","John Golden Theatre",2005-05-08,463458,480786,75.29,201.25,6156,796,8,0,96.67
"Beauty and the Beast","Palace Theatre",2005-05-08,590416,845808,58.6,100,10076,1509,8,0,83.47
"Brooklyn","Plymouth Theatre",2005-05-08,187626,727492,46.5,95,4035,1044,8,0,48.31
"Chicago","Ambassador Theatre",2005-05-08,443331,716419,63.01,240,7036,1080,8,0,81.44
"Chitty Chitty Bang Bang","Hilton Theatre",2005-05-08,663765,1224682,58.46,101.25,11355,1807,8,0,78.55
"Dirty Rotten Scoundrels","Imperial Theatre",2005-05-08,704723,946981,72.19,101.25,9762,1435,8,0,85.03
"Doubt","Walter Kerr Theatre",2005-05-08,443364,552398,63.78,89,6951,924,8,0,94.03
"Fiddler on the Roof","Minskoff Theatre",2005-05-08,439395,1071158,59.23,100,7418,1691,8,0,54.83
"Glengarry Glen Ross","Royale Theatre",2005-05-08,400745,673276,63.6,91.25,6301,1078,8,0,73.06
"Hairspray","Neil Simon Theatre",2005-05-08,651228,967679,69.45,240,9377,1428,8,0,82.08
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-05-08,124356,328160,66.68,81.25,1865,586,7,0,45.47
"Julius Caesar","Belasco Theatre",2005-05-08,625293,639723,85.07,101.25,7350,997,8,0,92.15
"La Cage aux Folles","Marquis Theatre",2005-05-08,367315,1041357,49.96,100,7352,1566,8,0,58.68
"Little Women","Virginia Theatre",2005-05-08,275738,843952,66.76,99,4130,1222,8,0,42.25
"Love/Life","Vivian Beaumont Theater",2005-05-08,60449,120900,38.36,60,1576,1041,2,0,75.7
"Mamma Mia!","Broadhurst Theatre",2005-05-08,975831,1033311,81.04,201.25,12042,1498,8,0,100.48
"Movin' Out","Richard Rodgers Theatre",2005-05-08,425007,824208,63.18,240,6727,1322,8,0,63.61
"On Golden Pond","Cort Theatre",2005-05-08,268230,589041,54.53,91.25,4919,1067,8,0,57.63
"Rent","Nederlander Theatre",2005-05-08,289281,528739,49.19,85,5881,1181,8,0,62.25
"Spamalot","Sam S. Shubert Theatre",2005-05-08,876613,910451,76.29,101.25,11491,1441,8,0,99.68
"Steel Magnolias","Lyceum Theatre",2005-05-08,209872,487668,64.56,86.25,3251,922,8,0,44.08
